,train-auc-mean,train-auc-std,test-auc-mean,test-auc-std
0,0.8784276,0.0007377114883204936,0.8771397999999999,0.004983130237109995
1,0.9407517999999999,0.0019279507670062388,0.9397264,0.00277627020298815
2,0.9545096,0.0010351557563961,0.9537949999999998,0.0027077619540868017
3,0.9609764000000001,0.0008073627685247933,0.9602364000000001,0.0028513539661009957
4,0.9695812,0.000707050606392486,0.9689072,0.0019725450970763587
5,0.9697956,0.000836532509828532,0.9691880000000002,0.002145506373796179
6,0.9724614,0.0006949272192107489,0.9720281999999999,0.0020212420339979077
7,0.9722828,0.0006498194826257642,0.9718226,0.0019964434978230645
8,0.9714648,0.0007491478892715245,0.9710718,0.0019693096658474243
9,0.9760085999999999,0.0004666718761614017,0.9756262,0.0018292229388458935
10,0.9745692,0.0004603517785346245,0.9741991999999999,0.0018495393372404804
11,0.9740575999999999,0.0004498220092436833,0.9736841999999999,0.00197593455357208
12,0.9735642,0.0003966274826584562,0.9731824,0.0019663686938110113
13,0.9748427999999999,0.0003901745250525513,0.9744552000000001,0.0018888221091463522
14,0.9756994000000001,0.00035762304176324466,0.975319,0.001836242031977261
15,0.978518,0.0002227500841750559,0.9781722,0.0015864233230761518
16,0.9801421999999999,0.00019944864000540392,0.9797806,0.0014281460149438458
17,0.9803280000000001,0.0002321060102625619,0.9799410000000002,0.0014512183846685743
18,0.9803390000000001,0.00029078170506410925,0.9799567999999999,0.001440821487901947
19,0.9807364,0.0002534621076216331,0.9803432000000001,0.0014353613342987714
20,0.980997,0.00024296254855428923,0.9805624,0.0014625824557952466
21,0.9812560000000001,0.00024710078915293244,0.980783,0.001452161836711039
22,0.981359,0.00025760978242294117,0.9808636,0.0014392308501418513
23,0.9825132,0.0002979861741759176,0.9820397999999999,0.0013163992403522464
24,0.9826328,0.0003041561441102392,0.9821439999999999,0.001336745151478027
25,0.9827391999999999,0.00026835081516555365,0.9822238000000001,0.0013267001771311972
26,0.9827526000000001,0.00029076285870106107,0.9822376,0.001314775965706693
27,0.9827705999999999,0.00027781475842726845,0.9822224,0.0013223670594808335
28,0.9827206,0.0002837397399025995,0.9821770000000001,0.0013099908396625997
29,0.9828015999999999,0.0002824879466455132,0.982253,0.001315426014643163
30,0.9827366,0.00027022553543290913,0.9821926000000001,0.0013146751081540911
31,0.9837612,0.0002592600239142114,0.9831742,0.0012563087836992913
32,0.9837781999999999,0.00026485875481092517,0.9831768000000001,0.0012820931947405386
33,0.9838214000000001,0.00026340888367710005,0.9832124,0.0012912972701899445
34,0.9843856000000001,0.00027851147193607903,0.9837854,0.0012412091846260133
35,0.9848264,0.00028987348964677235,0.9842413999999999,0.001189701071698278
36,0.9850964,0.0002911553537203332,0.9845238000000001,0.0011737668252255037
37,0.985269,0.00033557592285504034,0.984697,0.0011129431252314592
38,0.9853424000000001,0.00032538383487813727,0.984786,0.0011071717120663992
39,0.9854464000000001,0.0003162597666475908,0.9848774,0.0011051715884874878
40,0.9855932,0.0002757001269495392,0.9850353999999999,0.00113849946859891
41,0.9856782,0.00025837987537731923,0.9851156,0.0011607676080938626
42,0.9860702,0.0002494573310207656,0.9854901999999999,0.0011660324866829353
43,0.9861112000000001,0.0002117785635988716,0.9855243999999999,0.0011837519334725378
44,0.9862325999999999,0.00023350597422764057,0.9856358000000001,0.0011652219359418175
45,0.9864430000000001,0.00026705205485075284,0.9858688000000001,0.001129567421626512
46,0.9865608,0.0002575386572924501,0.9859934000000001,0.0011270184736728885
47,0.986669,0.0002573161479581162,0.9860652,0.0011314538258364647
48,0.986787,0.00024740573962620573,0.9861696,0.0011410112357028046
49,0.9868475999999999,0.0002649479948971156,0.9862095999999999,0.001139918347953039
50,0.9868653999999999,0.00026407620112383365,0.986235,0.0011306824487892276
51,0.9868970000000001,0.0002624743797020962,0.9862612000000001,0.001130463161717364
52,0.98697,0.00023553258797883104,0.9863194,0.0011385676264500082
53,0.9871044000000001,0.0002434621941903902,0.9864409999999999,0.0010976438402323628
54,0.9873367999999999,0.0002160087035283585,0.986665,0.0010981621009668865
55,0.9875398000000001,0.00023013509076191577,0.9868817999999999,0.0010468813495329702
