,train-auc-mean,train-auc-std,test-auc-mean,test-auc-std
2621,0.9979028,2.0143485299225624e-05,0.9975628000000001,8.32067304969657e-05
2622,0.9979028,2.0143485299225624e-05,0.9975629999999999,8.287822391918865e-05
2623,0.9979032,2.0252407264329474e-05,0.9975629999999999,8.287822391918865e-05
2624,0.9979032,2.0252407264329474e-05,0.9975629999999999,8.287822391918865e-05
2625,0.9979032,2.0252407264329474e-05,0.9975629999999999,8.287822391918865e-05
2626,0.9979036000000001,2.0333224043430675e-05,0.9975630000000001,8.300120481054229e-05
2627,0.9979034,2.002598312193432e-05,0.9975628000000001,8.277777479493232e-05
2628,0.9979034,2.002598312193432e-05,0.9975631999999999,8.232472289659203e-05
2629,0.9979036000000001,2.0333224043430675e-05,0.9975631999999999,8.229556488656427e-05
2630,0.9979042,2.0252407264316755e-05,0.9975631999999999,8.229556488656427e-05
2631,0.9979042,2.0252407264316755e-05,0.9975636,8.239563095212747e-05
2632,0.9979042,2.0252407264316755e-05,0.9975636,8.239563095212747e-05
2633,0.9979044,2.055821003881713e-05,0.997564,8.229216244575611e-05
2634,0.997905,2.0278066969013615e-05,0.997564,8.226785520481788e-05
2635,0.9979052000000002,2.0252407264316755e-05,0.997564,8.226785520481788e-05
2636,0.9979052000000002,2.0252407264316755e-05,0.9975645999999999,8.229119029397212e-05
2637,0.9979053999999999,2.0025983121946742e-05,0.9975647999999999,8.196438250852102e-05
2638,0.9979056,2.0333224043409272e-05,0.9975647999999999,8.196438250852102e-05
2639,0.9979058000000001,2.0468512403192455e-05,0.997565,8.183886607231652e-05
2640,0.9979060000000001,2.044504830025145e-05,0.997565,8.183886607231652e-05
2641,0.9979061999999999,2.0252407264329474e-05,0.9975652,8.193997803272248e-05
2642,0.9979061999999999,2.005392729616888e-05,0.997565,8.183886607231652e-05
2643,0.9979066,2.0333224043430675e-05,0.997565,8.183886607231652e-05
2644,0.997907,2.0248456731307776e-05,0.9975654,8.216714671935482e-05
2645,0.997907,2.0248456731307776e-05,0.9975654,8.161274410287582e-05
2646,0.9979072,2.0556264252047606e-05,0.9975654,8.161274410287582e-05
2647,0.9979072,2.0556264252047606e-05,0.9975654,8.161274410287582e-05
2648,0.9979075999999999,2.0333224043416045e-05,0.9975654,8.161274410287582e-05
2649,0.9979075999999999,2.0333224043416045e-05,0.9975656,8.184033235513181e-05
2650,0.9979077999999999,2.046851240319853e-05,0.9975660000000002,8.206582723642957e-05
2651,0.9979082,2.023264688565613e-05,0.9975660000000002,8.206582723642957e-05
2652,0.9979084,2.0362711017931204e-05,0.9975658,8.19424188073487e-05
2653,0.9979084,2.0362711017931204e-05,0.9975660000000002,8.206582723642957e-05
2654,0.9979084,2.0362711017931204e-05,0.9975662,8.193997803269733e-05
2655,0.9979086,2.0175232340658725e-05,0.9975660000000002,8.17141358640105e-05
2656,0.9979086,2.0175232340658725e-05,0.9975658,8.18398435971291e-05
2657,0.9979088,2.014348529921416e-05,0.997566,8.194388323725665e-05
2658,0.9979090000000002,2.0278066969013615e-05,0.9975666000000001,8.191849607994048e-05
2659,0.9979090000000002,2.0278066969013615e-05,0.9975668000000001,8.1590195489395e-05
2660,0.9979092000000002,2.0419598428959458e-05,0.9975668000000001,8.157303476025407e-05
2661,0.9979094,2.0722934155156013e-05,0.9975666000000001,8.134764901335892e-05
2662,0.9979094,2.0362711017924878e-05,0.9975664,8.124186113082431e-05
2663,0.9979097999999998,2.0311573055781087e-05,0.9975666000000001,8.111867849021924e-05
2664,0.9979099999999999,2.0278066969025663e-05,0.9975666000000001,8.111867849021924e-05
2665,0.9979099999999999,2.0278066969025663e-05,0.9975666000000001,8.110388400071638e-05
2666,0.9979102,2.0585431741905434e-05,0.9975664,8.099777774730105e-05
2667,0.9979102,2.0585431741905434e-05,0.9975667999999999,8.078960329150058e-05
2668,0.9979102,2.0585431741905434e-05,0.9975667999999999,8.078960329150058e-05
2669,0.9979104,2.040196069010105e-05,0.9975668000000001,8.089598259491402e-05
2670,0.997911,2.0620378270052985e-05,0.9975670000000001,8.100123455847519e-05
2671,0.997911,2.0620378270052985e-05,0.9975672,8.112065088493508e-05
2672,0.9979108,2.0488045294769445e-05,0.9975674,8.079257391617065e-05
2673,0.9979114000000001,2.089593261858442e-05,0.9975672,8.068804124527629e-05
2674,0.9979114000000001,2.089593261858442e-05,0.9975674,8.091625300272171e-05
2675,0.9979114000000001,2.089593261858442e-05,0.9975669999999999,8.081336523125358e-05
2676,0.9979114000000001,2.089593261858442e-05,0.9975669999999999,8.081336523125358e-05
2677,0.9979118,2.0488045294755137e-05,0.9975669999999999,8.124530755678204e-05
2678,0.9979121999999998,2.027214838147419e-05,0.9975676,8.089894931332796e-05
2679,0.9979123999999999,2.0401960690106273e-05,0.9975678,8.112558166202239e-05
2680,0.9979123999999999,2.0401960690106273e-05,0.9975676,8.145329950343985e-05
2681,0.9979123999999999,2.0401960690106273e-05,0.9975676,8.134764901333397e-05
2682,0.9979125999999999,2.0372530525213144e-05,0.9975678,8.157303476025407e-05
2683,0.9979127999999999,2.06823596332649e-05,0.997568,8.124530755681839e-05
2684,0.9979127999999999,2.06823596332649e-05,0.997568,8.124530755681839e-05
