,train-auc-mean,train-auc-std,test-auc-mean,test-auc-std
0,0.9723840000000001,0.0002030999753815965,0.9722768,0.0007852447771236773
1,0.9835575999999999,0.00015237926368111228,0.9835176000000001,0.0005477574645771402
2,0.9891768000000001,0.0001627260274203199,0.9891674,0.00036956926279114224
3,0.9902024,0.00020362573511223031,0.9901670000000001,0.0003619657442355626
4,0.9934882,0.00010323836496184741,0.9934518000000001,0.00027786716250756643
5,0.9939236000000001,0.00010240039062425051,0.9938948,0.00023887352302001094
6,0.9950863999999999,8.604324494111747e-05,0.9950621999999999,0.0001984100803890822
7,0.9952072,6.292026700514078e-05,0.9951848,0.0002174482927042726
8,0.9954406,6.307011970815518e-05,0.9954254,0.00021041349766590516
9,0.9959608,0.0001524642909011707,0.9959161999999999,0.00029036900661052903
10,0.996443,3.236046971226687e-05,0.996418,0.00016950870184152575
11,0.9966250000000001,3.264965543461984e-05,0.9965894000000001,0.00018549997304584078
12,0.9967902000000001,4.6645042609073935e-05,0.9967634000000001,0.00014605423650137085
13,0.9970106000000001,6.696148146508727e-05,0.9969806,0.00012632751085967512
14,0.9972110000000001,7.589466384401578e-05,0.997189,0.00011974305825391742
15,0.9973682,6.007794936581036e-05,0.9973571999999999,8.811447100219138e-05
16,0.99749,6.63867456650603e-05,0.9974732,0.00015153270274104167
17,0.9976962,6.094719025516323e-05,0.9976659999999999,0.00012569964200426863
18,0.9977984,4.927717524373789e-05,0.9977708,0.00013921838958989743
19,0.9978715999999999,4.0062950465466454e-05,0.9978380000000001,0.00011237259452375117
20,0.9979688,1.370255450638497e-05,0.9979356000000001,0.00010673068911983504
21,0.9980106000000001,1.816149773558455e-05,0.9979816000000001,9.603249450054749e-05
22,0.9980598,2.0960916010507e-05,0.998026,9.378912516916914e-05
23,0.9981052,2.0183161298456203e-05,0.9980678000000001,0.00010022055677352007
24,0.9981632000000001,2.25157722496868e-05,0.9981275999999999,9.771100245110758e-05
25,0.9982046,2.165733132221565e-05,0.9981726,9.6448120769651e-05
26,0.998238,1.9889695824702055e-05,0.9982082,8.751548434420365e-05
27,0.9982770000000001,1.604992211818502e-05,0.9982371999999999,8.754290376723563e-05
28,0.9983042000000001,1.6569852141774648e-05,0.998265,8.803862788573272e-05
29,0.9983305999999998,2.3018253626193248e-05,0.9982894,8.929860021298405e-05
30,0.9983556,2.312228362427356e-05,0.9983138,9.121491106174246e-05
31,0.9983744,2.250866499817202e-05,0.9983362,9.156942721235557e-05
32,0.9983964000000001,2.1152777595372475e-05,0.9983572000000001,9.853811445324182e-05
33,0.9984185999999999,2.5366119135552532e-05,0.9983740000000001,9.569116991656125e-05
34,0.9984404,2.7644891028924273e-05,0.9983955999999999,9.599708328900106e-05
35,0.998458,2.7092434368280396e-05,0.9984110000000002,8.894717533457955e-05
36,0.9984724,2.496076921889644e-05,0.9984249999999999,9.065318527221073e-05
37,0.9984872000000001,2.4814511883169973e-05,0.9984379999999999,8.38689453850516e-05
38,0.9985028,3.0327545235300634e-05,0.9984552000000001,7.829022927542415e-05
39,0.9985161999999999,3.115381196578374e-05,0.9984677999999999,7.867756986589943e-05
40,0.9985305999999999,3.1506189868024846e-05,0.9984843999999999,7.730097023970743e-05
41,0.9985428000000001,3.0268135059839965e-05,0.9984952,7.872585344090595e-05
42,0.9985538,3.0109134826498255e-05,0.9985042,8.132994528464126e-05
43,0.9985629999999999,2.997332147094846e-05,0.9985124000000001,7.806561342869787e-05
44,0.9985771999999999,2.897861280322142e-05,0.9985256000000001,7.533020642477265e-05
45,0.9985892,2.994261177655272e-05,0.9985358,7.549940397113855e-05
46,0.998602,2.9711950457708083e-05,0.9985456000000001,7.538328727242691e-05
47,0.9986138,2.491104172852017e-05,0.9985579999999998,8.100617260431457e-05
48,0.9986229999999999,2.5242820761564128e-05,0.9985662,8.099234531732396e-05
49,0.9986330000000001,2.643482551482166e-05,0.9985796,7.925048895746973e-05
50,0.9986381999999999,2.5063120316533856e-05,0.9985874000000001,7.833926218698403e-05
51,0.9986463999999999,2.4597560854704396e-05,0.9985898000000001,8.018578427626904e-05
52,0.9986542,2.67536913340997e-05,0.9985946,7.962562401637813e-05
53,0.9986606,2.7368595141144807e-05,0.9986010000000001,7.796922469795882e-05
54,0.9986702000000001,2.462031681357004e-05,0.9986139999999999,7.65140509972165e-05
55,0.9986729999999999,2.4673872821276096e-05,0.9986193999999999,7.645286129373209e-05
56,0.9986786000000001,2.4046621384312077e-05,0.9986239999999998,7.732270041844712e-05
57,0.9986876,1.6451139778133704e-05,0.9986324000000002,8.358612325019805e-05
58,0.9986924,1.5653753543473548e-05,0.9986371999999999,8.197414226448143e-05
59,0.9986980000000001,1.565886330485006e-05,0.9986412,8.417695646671201e-05
60,0.9987071999999999,1.5249918032575881e-05,0.9986501999999999,8.04422774416451e-05
61,0.9987159999999999,1.994993734328719e-05,0.9986588000000001,7.61614075500494e-05
62,0.9987226,1.9955951493212187e-05,0.9986666000000002,7.472777261501274e-05
63,0.9987297999999999,1.616663230236413e-05,0.9986746,7.714557667164268e-05
64,0.998733,1.870828693385815e-05,0.9986778,7.584299572142366e-05
65,0.998738,1.981918262695197e-05,0.9986834,7.723108182592792e-05
66,0.9987456,2.3035624584549515e-05,0.9986876,7.749477401736634e-05
67,0.998751,1.957549488518661e-05,0.9986919999999999,7.959145682800238e-05
68,0.9987541999999999,1.952844079797267e-05,0.9986948,7.94868542590516e-05
69,0.9987575999999999,2.0293841430383554e-05,0.9986979999999999,8.021969832904573e-05
