,train-auc-mean,train-auc-std,test-auc-mean,test-auc-std
0,0.9680707999999999,0.001935490160140314,0.96807,0.0013652066510239367
1,0.9776582000000001,0.004594162574398097,0.9775344,0.004439642625257144
2,0.9875778000000001,0.0007892911756759942,0.9875149999999999,0.0006055889695164449
3,0.9905339999999999,0.0017089120515696912,0.9904912000000001,0.0014403037735144788
4,0.9935938,0.00043584189794009204,0.9935357999999999,0.0004397232766183832
5,0.9940659999999999,0.00042761805387518,0.9940244000000001,0.000316842295156442
6,0.9944659999999999,0.0005541840849393134,0.9944226,0.0004730939018841705
7,0.9949682,0.0003958158157527093,0.99491,0.0003494063536915045
8,0.9949641999999999,0.0003860763655030011,0.9949048000000001,0.00034518250245341446
9,0.9949702,0.00038238692446265586,0.9949134000000001,0.0003375870850610526
10,0.9950764,0.000451220832852364,0.9950142,0.00037811342213676946
11,0.9954938,0.00022731951082121074,0.9954659999999999,0.00015279005203219765
12,0.9956950000000001,0.00018678222613514284,0.995683,0.00016021485574066414
13,0.995721,0.00017003058548389858,0.995687,0.00018278402556023485
14,0.9957018,0.00018213555391522265,0.9956832,0.00014500399994482233
15,0.9957111999999999,0.00018015926287593247,0.9956929999999999,0.00014301748144895213
16,0.9957027999999999,0.00017554987895181982,0.9956842,0.00014684195585730345
17,0.9957233999999999,0.00016896934633236894,0.9957063999999999,0.0001276911899858336
18,0.9959355999999999,0.00016139467153532434,0.995903,8.75785361832483e-05
19,0.9960074000000001,0.00014635655092957626,0.9959724,9.379680165122635e-05
20,0.9960827999999999,0.00012399903225428563,0.9960442,0.00012684857113899904
21,0.9960896,0.0001099392559552999,0.9960506,0.00015652808054786093
22,0.9960891999999999,0.00011488150416843393,0.9960484,0.00015584684789881614
23,0.9961142000000001,0.0001313261588564924,0.9960726000000001,0.00014441135689409034
24,0.996162,0.00013611906552719077,0.9961169999999999,0.00021427365680364209
25,0.996284,0.0001306874133189547,0.9962174000000001,0.00021011672946246305
26,0.9963956000000002,9.971679898593868e-05,0.9963306000000001,0.0002024278636946995
27,0.9964188,0.00011398842046452663,0.9963721999999999,0.00022166046106603647
28,0.9965198000000001,9.269390486975877e-05,0.9964726,0.0002064583250925121
29,0.9965885999999999,6.1801618101786e-05,0.9965437999999999,0.00019352663899318824
30,0.9966628,5.010948014099217e-05,0.9966188,0.00019088782046006714
31,0.9967203999999998,5.429033063080272e-05,0.9966800000000001,0.00018108451065733717
32,0.9968236000000001,5.60449819341458e-05,0.9967718,0.00016186957712924062
33,0.996871,4.747630988187969e-05,0.9968259999999999,0.00016157846391151752
34,0.9969086,5.296262833358917e-05,0.9968636,0.00015187442180960073
35,0.9969464,5.457325352220337e-05,0.9968920000000001,0.00014333038756660996
36,0.9969941999999999,5.132406842796241e-05,0.9969404000000001,0.00013738063910171699
37,0.9970420000000001,5.4852529567928066e-05,0.9969863999999999,0.00013422458791147269
38,0.9970524,6.171742055527888e-05,0.996997,0.00012514951058633712
39,0.9971036,5.611987170334018e-05,0.9970488,0.00013131854400655815
40,0.9971425999999999,4.04702359766088e-05,0.9970929999999999,0.0001359794102061048
41,0.9971608,3.8206805676503824e-05,0.9971099999999999,0.0001365503570116248
