,train-auc-mean,train-auc-std,test-auc-mean,test-auc-std,min_child_weight,colsample_bytree,max_depth,subsample,eta,gamma,reg_alpha,reg_lambda,n_estimators,callback
0,0.9971289999999999,8.120837395246693e-05,0.9921136,0.0005287118686013954,1.0,1.0,6,1.0,0.3,0.0,0.0,1.0,44,0
1,0.996499,0.00013006613702266234,0.9919157999999999,0.0009602752522063826,26.5344729945696,0.9131339929773469,9,0.9516030806611218,0.19654025332512126,12.479399225955067,2.991720193952575,14.043965403731033,201,0
2,0.9954456,0.00011555881619330929,0.9919624,0.0008587033480777623,5.723081238465827,0.8932437338334553,5,0.9923617425183378,0.20287489898995664,9.048932411308142,8.892146954077475,2.9695245164057638,168,0
3,0.9923866,0.00015881889056405978,0.9894687999999998,0.0007592773933155018,15.894977655826452,0.1291250975250169,12,0.9185987022126012,0.2576753770859016,4.022580935673252,5.783015865898744,5.985653060506591,556,0
4,0.9936334,0.00017928926348222566,0.9916409999999999,0.0008043340102221138,15.763208325433695,0.5739848471861102,2,0.9717461111446621,0.05242211894034415,5.562588184228952,4.724262879417147,18.089746651774167,2777,0
5,0.9952238,0.0001267239519585784,0.9912557999999999,0.0008112785957980133,25.510381366276487,0.7330531146754677,11,0.6449889610833277,0.42314897690615527,18.5598928803108,7.914518726460603,3.420003166130805,118,0
6,0.993324,0.00013300676674516545,0.9912402,0.001020495840265914,1.2184296303991529,0.8202590308559818,2,0.5614631256093265,0.35649567151965983,19.879030944171983,9.431485377513905,19.385672613088488,434,0
7,0.9933948000000001,0.00019463648167801102,0.991221,0.0009229442019970699,1.0362491058704357,0.9574268578098193,2,0.5423633547846707,0.4896321653518481,19.192159877329736,0.703593378867865,19.268244246983365,188,0
8,0.9928929999999999,0.00017688301218601665,0.991095,0.0009016580283011705,29.781550241251008,0.27719824821088257,2,0.7248080544042792,0.32596301811914313,0.9225648820705978,8.64235798122507,0.9902316182896476,440,0
9,0.9978095999999999,0.00011566952926335106,0.9920552,0.0009490301154336395,1.2639895770534668,0.5304149862020296,10,0.9683856137897393,0.27357462993842147,0.506371644608683,0.6301352363200419,19.9562193684765,68,0
10,0.9988914000000001,5.5330281040329145e-05,0.9909902,0.0008697779946629844,1.0637310146367125,0.24468553264569728,13,0.848644906183162,0.19026586816652974,19.845606660326915,0.31927892377340394,19.84416570256147,214,2
11,0.9925537999999999,0.00019983833466076663,0.9908456000000001,0.0006972926501835304,29.59891563967118,0.2022942491353849,2,0.6357624820269177,0.2922763303896776,0.20786176076456941,1.0887525772467432,19.818656482774895,455,0
12,0.9997944000000001,1.1217842929900499e-05,0.9923415999999999,0.000846248568684161,1.0331405371355746,0.7760761852551328,13,0.9259039000763147,0.061332192899850424,19.13556931740619,1.3434334211783683,0.16211705104567598,145,0
13,0.9924609999999999,0.00017483363520788545,0.9833575999999999,0.0009616381024065026,1.4562463652040254,0.3945301452146289,12,0.5571046886521946,0.2896931791678547,19.99232206340509,0.5637294158099604,0.0964980215147282,6,2
14,0.9936664000000001,0.0001406465072442159,0.9912342000000001,0.000931841917923852,27.6119371403271,0.8406571084848509,3,0.6451098248398932,0.25935754495684116,0.020243352352886657,9.750075685740994,18.64949891956104,382,0
15,0.9938984,0.00011028435972520861,0.9914531999999999,0.0009882911311956744,1.5817970272322746,0.425018031124332,3,0.5457420100408383,0.22792256958972407,0.05176047221095326,8.781965355852623,19.53563737325473,446,0
